datetime,user_id,order_amount,period
2026-06-01 02:21:33,user_5364,2839.63,history
2026-06-01 02:23:43,user_5583,1855.87,history
2026-06-01 02:26:42,user_4941,3224.51,history
2026-06-01 02:30:12,user_1300,5161.38,history
2026-06-01 02:30:13,user_1451,3723.03,history
2026-06-01 02:31:08,user_5298,1765.28,history
2026-06-01 02:31:43,user_3836,1485.31,history
2026-06-01 02:32:16,user_3791,1704.68,history
2026-06-01 02:33:21,user_1749,1725.98,history
2026-06-01 02:34:50,user_1157,5529.43,history
2026-06-01 02:34:57,user_1369,3990.41,history
2026-06-01 02:36:54,user_5435,2284.29,history
2026-06-01 02:37:01,user_5700,3955.7,history
2026-06-01 02:37:33,user_2354,1976.43,history
2026-06-01 02:38:15,user_1791,2846.94,history
2026-06-01 02:38:45,user_2487,2524.09,history
2026-06-01 02:39:14,user_2276,2057.76,history
2026-06-01 02:39:43,user_588,1464.8,history
2026-06-01 02:40:10,user_3140,3987.97,history
2026-06-01 02:40:12,user_3378,4164.27,history
2026-06-01 02:40:14,user_3581,2840.37,history
2026-06-01 02:41:45,user_1691,3175.9,history
2026-06-01 02:42:37,user_3606,3451.32,history
2026-06-01 02:42:45,user_1106,3156.04,history
2026-06-01 02:43:08,user_4166,4326.74,history
2026-06-01 02:43:15,user_748,1824.41,history
2026-06-01 02:44:39,user_1180,2890.28,history
2026-06-01 02:48:06,user_1621,2646.78,history
2026-06-01 02:50:08,user_3218,4033.44,history
2026-06-01 02:51:40,user_1852,2540.83,history
2026-06-01 02:54:45,user_1856,4562.53,history
2026-06-01 02:55:47,user_949,3466.65,history
2026-06-01 02:58:10,user_5123,5103.74,history
2026-06-01 02:58:19,user_174,1730.19,history
2026-06-01 02:58:30,user_5370,4749.77,history
2026-06-01 02:58:48,user_1353,2678.87,history
2026-06-01 03:03:25,user_5511,4477.6,history
2026-06-01 03:03:25,user_5527,4455.63,history
2026-06-01 03:05:25,user_4447,1000.23,history
2026-06-01 03:06:44,user_2380,2471.87,history
2026-06-01 03:06:50,user_5581,10605.74,history
2026-06-01 03:08:10,user_3519,2549.9,history
2026-06-01 03:08:49,user_3646,3564.71,history
2026-06-01 03:10:16,user_5017,3575.1,history
2026-06-01 03:10:55,user_5310,1755.96,history
2026-06-01 03:13:35,user_5300,3145.46,history
2026-06-01 03:14:16,user_5039,2175.57,history
2026-06-01 03:18:53,user_4309,2204.51,history
2026-06-01 03:19:17,user_1279,4218.25,history
2026-06-01 03:19:26,user_4822,2908.21,history
2026-06-01 03:19:44,user_4017,2415.2,history
2026-06-01 03:21:55,user_153,2058.44,history
2026-06-01 03:22:47,user_3253,1659.43,history
2026-06-01 03:25:36,user_675,2147.48,history
2026-06-01 03:26:32,user_2764,2569.23,history
2026-06-01 03:28:41,user_1922,1200.67,history
2026-06-01 03:31:25,user_1537,4781.83,history
2026-06-01 03:31:59,user_5096,2090.85,history
2026-06-01 03:34:39,user_630,3871.52,history
2026-06-01 03:35:26,user_5997,3531.97,history
2026-06-01 03:36:50,user_5089,4465.29,history
2026-06-01 03:36:55,user_2276,2155.79,history
2026-06-01 03:39:04,user_2316,2075.96,history
2026-06-01 03:40:29,user_3928,6339.07,history
2026-06-01 03:43:37,user_2313,5271.04,history
2026-06-01 03:44:20,user_4487,4919.19,history
2026-06-01 03:44:27,user_4416,1732.61,history
2026-06-01 03:45:55,user_5662,1887.36,history
2026-06-01 03:46:10,user_1752,4261.18,history
2026-06-01 03:47:22,user_3852,3715.75,history
2026-06-01 03:49:23,user_2025,2629.05,history
2026-06-01 03:51:38,user_1562,2309.41,history
2026-06-01 03:52:59,user_5811,4835.93,history
2026-06-01 03:54:42,user_2752,3700.91,history
2026-06-01 03:59:50,user_553,1641.33,history
2026-06-01 04:00:25,user_1441,2935.42,history
2026-06-01 04:02:39,user_1970,5172.94,history
2026-06-01 04:04:37,user_797,5872.54,history
2026-06-01 04:06:27,user_2078,3477.83,history
2026-06-01 04:06:48,user_5917,4725.62,history
2026-06-01 04:07:46,user_1796,2218.71,history
2026-06-01 04:08:45,user_841,4961.09,history
2026-06-01 04:09:52,user_3211,1239.32,history
2026-06-01 04:11:03,user_1499,2853.2,history
2026-06-01 04:11:04,user_1248,3136.75,history
2026-06-01 04:11:55,user_1160,2527.78,history
2026-06-01 04:14:11,user_2202,1874.7,history
2026-06-01 04:14:57,user_3183,2521.72,history
2026-06-01 04:16:42,user_5732,6625.96,history
2026-06-01 04:17:14,user_249,1806.37,history
2026-06-01 04:17:53,user_2701,2715.55,history
2026-06-01 04:21:53,user_5771,3047.73,history
2026-06-01 04:22:13,user_601,3115.71,history
2026-06-01 04:22:20,user_1864,4914.1,history
2026-06-01 04:22:28,user_981,3588.76,history
2026-06-01 04:24:55,user_5149,4240.44,history
2026-06-01 04:27:04,user_5685,2309.21,history
2026-06-01 04:27:05,user_3948,5188.63,history
2026-06-01 04:31:31,user_1775,4589.99,history
2026-06-01 04:31:44,user_721,2869.79,history
2026-06-01 04:34:46,user_3124,3458.97,history
2026-06-01 04:35:51,user_4507,1771.93,history
2026-06-01 04:37:05,user_4026,3178.73,history
2026-06-01 04:37:05,user_4148,4119.7,history
2026-06-01 04:39:00,user_4266,5074.19,history
2026-06-01 04:39:51,user_4082,2407.7,history
2026-06-01 04:42:21,user_4773,3890.59,history
2026-06-01 04:45:18,user_475,3303.64,history
2026-06-01 04:46:32,user_2989,6967.59,history
2026-06-01 04:46:58,user_3102,2777.19,history
2026-06-01 04:49:12,user_1216,5497.69,history
2026-06-01 04:50:01,user_1737,3610.16,history
2026-06-01 04:50:45,user_2560,4978.73,history
2026-06-01 04:50:58,user_3508,5531.35,history
2026-06-01 04:52:32,user_5405,8468.1,history
2026-06-01 04:53:17,user_3439,3355.53,history
2026-06-01 04:54:20,user_2039,1516.9,history
2026-06-01 04:57:09,user_1279,2910.45,history
2026-06-01 05:01:10,user_5320,1290.73,history
2026-06-01 05:04:22,user_2041,1044.07,history
2026-06-01 05:05:30,user_4075,2159.11,history
2026-06-01 05:05:50,user_3651,1631.91,history
2026-06-01 05:07:15,user_2522,8327.65,history
2026-06-01 05:07:56,user_4082,9126.35,history
2026-06-01 05:08:04,user_3121,3516.95,history
2026-06-01 05:08:30,user_1116,5408.35,history
2026-06-01 05:09:17,user_3721,4610.09,history
2026-06-01 05:09:40,user_3613,3315.92,history
2026-06-01 05:11:28,user_4815,6939.87,history
2026-06-01 05:11:35,user_2693,4064.82,history
2026-06-01 05:12:47,user_2985,3689.93,history
2026-06-01 05:13:01,user_938,4154.31,history
2026-06-01 05:13:16,user_3557,3183.27,history
2026-06-01 05:14:22,user_3038,3325.37,history
2026-06-01 05:14:54,user_3274,2566.36,history
2026-06-01 05:17:55,user_3214,1716.29,history
2026-06-01 05:20:51,user_4499,3287.73,history
2026-06-01 05:21:07,user_3950,7047.16,history
2026-06-01 05:21:35,user_2394,9350.07,history
2026-06-01 05:22:52,user_5507,2417.32,history
2026-06-01 05:32:05,user_5708,2256.27,history
2026-06-01 05:32:19,user_4143,2575.25,history
2026-06-01 05:32:21,user_1749,4290.21,history
2026-06-01 05:37:55,user_4742,1242.69,history
2026-06-01 05:40:28,user_2987,6812.32,history
2026-06-01 05:44:23,user_5648,3300.01,history
2026-06-01 05:49:26,user_2847,6340.49,history
2026-06-01 05:54:01,user_4229,2601.13,history
2026-06-01 05:55:41,user_529,1173.35,history
2026-06-01 05:58:17,user_2256,6001.48,history
2026-06-01 06:00:50,user_459,1802.74,history
2026-06-01 06:03:17,user_1079,2195.8,history
2026-06-01 06:05:59,user_14,1776.63,history
2026-06-01 06:07:53,user_3089,6548.78,history
2026-06-01 06:08:18,user_1683,2930.32,history
2026-06-01 06:09:16,user_5453,2970.7,history
2026-06-01 06:10:08,user_5201,3296.53,history
2026-06-01 06:11:52,user_3703,4384.43,history
2026-06-01 06:12:35,user_3029,2028.79,history
2026-06-01 06:13:51,user_138,1653.86,history
2026-06-01 06:14:59,user_467,1538.34,history
2026-06-01 06:15:51,user_814,5618.85,history
2026-06-01 06:15:54,user_2870,5791.66,history
2026-06-01 06:16:07,user_3832,2871.32,history
2026-06-01 06:16:24,user_5031,2919.03,history
2026-06-01 06:16:31,user_4672,2813.4,history
2026-06-01 06:17:07,user_5743,2419.09,history
2026-06-01 06:18:01,user_4499,2600.43,history
2026-06-01 06:19:03,user_1606,2400.31,history
2026-06-01 06:20:56,user_5561,6594.32,history
2026-06-01 06:21:20,user_4931,985.6,history
2026-06-01 06:21:41,user_3977,9575.67,history
2026-06-01 06:22:49,user_3385,6809.44,history
2026-06-01 06:22:50,user_1381,1961.66,history
2026-06-01 06:22:54,user_4591,2782.49,history
2026-06-01 06:23:15,user_684,7573.87,history
2026-06-01 06:23:58,user_2181,3571.95,history
2026-06-01 06:24:19,user_3061,5206.58,history
2026-06-01 06:24:48,user_1214,4487.11,history
2026-06-01 06:25:09,user_5437,2445.57,history
2026-06-01 06:25:19,user_5793,3596.85,history
2026-06-01 06:26:27,user_5734,1752.26,history
2026-06-01 06:27:27,user_6,3435.17,history
2026-06-01 06:27:55,user_70,3957.68,history
2026-06-01 06:28:09,user_3688,4538.32,history
2026-06-01 06:29:07,user_2966,1453.65,history
2026-06-01 06:29:42,user_935,2276.05,history
2026-06-01 06:30:29,user_181,2908.1,history
2026-06-01 06:31:13,user_3699,4432.14,history
2026-06-01 06:33:33,user_3741,2973.69,history
2026-06-01 06:34:05,user_5012,4290.89,history
2026-06-01 06:34:30,user_3434,2137.63,history
2026-06-01 06:39:28,user_2350,1909.13,history
2026-06-01 06:41:27,user_4935,1475.31,history
2026-06-01 06:43:13,user_2666,4452.89,history
2026-06-01 06:44:50,user_4638,4449.38,history
2026-06-01 06:45:08,user_5774,2903.39,history
2026-06-01 06:52:21,user_5504,3031.04,history
2026-06-01 06:53:56,user_5793,1738.91,history
2026-06-01 07:01:34,user_1968,3164.98,history
2026-06-01 07:03:14,user_2736,1767.47,history
2026-06-01 07:06:38,user_3907,4458.29,history
2026-06-01 07:06:45,user_4630,2113.27,history
2026-06-01 07:06:48,user_4392,3290.66,history
2026-06-01 07:08:02,user_2808,2954.52,history
2026-06-01 07:08:12,user_2781,2255.49,history
2026-06-01 07:09:32,user_2892,1687.63,history
2026-06-01 07:10:09,user_3731,2361.67,history
2026-06-01 07:12:07,user_5316,2063.42,history
2026-06-01 07:12:20,user_2473,1716.1,history
2026-06-01 07:12:37,user_2941,3330.89,history
2026-06-01 07:13:13,user_2992,2194.75,history
2026-06-01 07:14:45,user_3391,3002.83,history
2026-06-01 07:17:29,user_5954,2912.83,history
2026-06-01 07:19:21,user_4839,7000.99,history
2026-06-01 07:21:15,user_5524,2864.94,history
2026-06-01 07:23:26,user_5665,3802.47,history
2026-06-01 07:23:31,user_2636,2084.9,history
2026-06-01 07:23:36,user_362,2906.24,history
2026-06-01 07:23:51,user_3482,2938.38,history
2026-06-01 07:27:11,user_2849,1952.66,history
2026-06-01 07:27:42,user_2449,5482.26,history
2026-06-01 07:28:40,user_3648,4913.29,history
2026-06-01 07:29:31,user_5403,7201.75,history
2026-06-01 07:29:59,user_4175,1813.26,history
2026-06-01 07:31:35,user_2242,2677.45,history
2026-06-01 07:32:02,user_1522,3761.29,history
2026-06-01 07:33:02,user_1549,3229.57,history
2026-06-01 07:36:36,user_4852,8656.93,history
2026-06-01 07:38:22,user_3271,1791.43,history
2026-06-01 07:39:35,user_5526,3091.93,history
2026-06-01 07:40:18,user_1691,1440.93,history
2026-06-01 07:40:39,user_2923,2494.98,history
2026-06-01 07:41:23,user_3660,1958.46,history
2026-06-01 07:45:41,user_2779,4209.05,history
2026-06-01 07:47:06,user_3757,1997.82,history
2026-06-01 07:47:19,user_3483,3355.42,history
2026-06-01 07:51:19,user_4674,2553.08,history
2026-06-01 07:51:33,user_4016,2021.16,history
2026-06-01 07:52:50,user_1755,4095.26,history
2026-06-01 07:53:09,user_4151,8417.96,history
2026-06-01 07:59:44,user_4250,3603.55,history
2026-06-01 08:00:34,user_826,1534.09,history
2026-06-01 08:01:25,user_520,3891.77,history
2026-06-01 08:03:50,user_1531,3126.54,history
2026-06-01 08:05:05,user_2113,1076.12,history
2026-06-01 08:05:53,user_4337,669.86,history
2026-06-01 08:08:56,user_282,7895.64,history
2026-06-01 08:09:46,user_3703,1317.28,history
2026-06-01 08:12:43,user_4226,1572.67,history
2026-06-01 08:12:50,user_5629,2868.31,history
2026-06-01 08:12:50,user_2171,3346.57,history
2026-06-01 08:15:15,user_1513,3035.93,history
2026-06-01 08:21:03,user_456,4959.45,history
2026-06-01 08:23:27,user_4586,2416.88,history
2026-06-01 08:26:51,user_4344,4940.21,history
2026-06-01 08:33:16,user_2103,4784.54,history
2026-06-01 08:33:45,user_4230,2778.32,history
2026-06-01 08:34:41,user_1261,3546.01,history
2026-06-01 08:39:51,user_4958,4050.22,history
2026-06-01 08:40:44,user_3703,7095.73,history
2026-06-01 08:42:05,user_4285,2269.42,history
2026-06-01 08:45:16,user_1578,2460.22,history
2026-06-01 08:45:28,user_2126,3362.06,history
2026-06-01 08:45:41,user_804,1995.29,history
2026-06-01 08:46:51,user_2508,3417.12,history
2026-06-01 08:47:09,user_696,1297.83,history
2026-06-01 08:48:33,user_4524,2885.4,history
2026-06-01 08:52:15,user_3310,2008.03,history
2026-06-01 08:56:15,user_943,3056.3,history
2026-06-01 08:58:29,user_1153,2527.36,history
2026-06-01 08:59:16,user_906,2183.27,history
2026-06-01 08:59:38,user_4261,965.71,history
2026-06-01 08:59:49,user_2669,2213.54,history
2026-06-01 09:01:32,user_2322,2251.61,history
2026-06-01 09:02:28,user_2708,5085.18,history
2026-06-01 09:05:12,user_2865,3286.35,history
2026-06-01 09:07:07,user_1874,4297.73,history
2026-06-01 09:07:48,user_4630,1994.22,history
2026-06-01 09:10:26,user_4747,2964.75,history
2026-06-01 09:10:59,user_5764,1815.14,history
2026-06-01 09:12:26,user_2566,4285.47,history
2026-06-01 09:12:33,user_5336,3210.26,history
2026-06-01 09:12:37,user_4916,4563.04,history
2026-06-01 09:14:35,user_2633,2793.19,history
2026-06-01 09:15:21,user_5521,3253.59,history
2026-06-01 09:16:22,user_4859,1198.85,history
2026-06-01 09:16:37,user_2091,1612.03,history
2026-06-01 09:18:18,user_5870,2891.25,history
2026-06-01 09:18:32,user_1645,4223.93,history
2026-06-01 09:19:48,user_2995,5030.31,history
2026-06-01 09:21:23,user_2807,3199.78,history
2026-06-01 09:22:28,user_2402,4524.56,history
2026-06-01 09:25:23,user_3461,1867.55,history
2026-06-01 09:25:57,user_5902,3531.8,history
2026-06-01 09:26:52,user_737,1707.7,history
2026-06-01 09:28:31,user_1219,2874.58,history
2026-06-01 09:29:39,user_4125,4495.45,history
2026-06-01 09:31:21,user_2442,4760.26,history
2026-06-01 09:34:57,user_2413,1854.29,history
2026-06-01 09:37:00,user_4623,4746.75,history
2026-06-01 09:37:15,user_1773,5327.26,history
2026-06-01 09:37:44,user_5667,1401.52,history
2026-06-01 09:38:12,user_4481,2721.75,history
2026-06-01 09:38:21,user_117,2089.43,history
2026-06-01 09:38:27,user_151,5849.04,history
2026-06-01 09:41:51,user_94,4960.67,history
2026-06-01 09:42:04,user_465,5635.58,history
2026-06-01 09:43:42,user_2837,7023.72,history
2026-06-01 09:43:51,user_2597,2733.5,history
2026-06-01 09:46:20,user_4895,2337.89,history
2026-06-01 09:46:27,user_578,1226.8,history
2026-06-01 09:46:45,user_2624,2303.75,history
2026-06-01 09:48:14,user_4295,3443.78,history
2026-06-01 09:48:17,user_3686,1680.43,history
2026-06-01 09:48:28,user_2281,4344.62,history
2026-06-01 09:52:51,user_2048,2254.86,history
2026-06-01 09:54:06,user_3457,3824.02,history
2026-06-01 09:58:23,user_361,2338.41,history
2026-06-01 10:00:51,user_962,2372.23,history
2026-06-01 10:03:47,user_5542,2491.84,history
2026-06-01 10:03:52,user_5399,1963.79,history
2026-06-01 10:06:53,user_343,11541.26,history
2026-06-01 10:07:06,user_4189,1513.27,history
2026-06-01 10:10:23,user_5984,1910.07,history
2026-06-01 10:13:48,user_4132,11017.91,history
2026-06-01 10:18:29,user_2840,5847.4,history
2026-06-01 10:19:32,user_5234,4667.66,history
2026-06-01 10:19:40,user_817,3293.56,history
2026-06-01 10:21:39,user_4610,4739.75,history
2026-06-01 10:22:19,user_2947,4596.12,history
2026-06-01 10:22:41,user_758,3924.46,history
2026-06-01 10:23:52,user_3349,2622.64,history
2026-06-01 10:24:19,user_1746,1771.08,history
2026-06-01 10:24:47,user_1811,3581.77,history
2026-06-01 10:27:29,user_2841,1857.81,history
2026-06-01 10:28:54,user_5032,1934.03,history
2026-06-01 10:31:00,user_3736,2415.57,history
2026-06-01 10:31:20,user_1793,2549.24,history
2026-06-01 10:33:05,user_2716,3019.24,history
2026-06-01 10:33:42,user_2573,2114.17,history
2026-06-01 10:36:22,user_2167,3204.21,history
2026-06-01 10:37:55,user_4414,2683.18,history
2026-06-01 10:39:52,user_5512,2471.4,history
2026-06-01 10:40:59,user_1833,4812.8,history
2026-06-01 10:43:50,user_5001,2401.87,history
2026-06-01 10:44:09,user_3332,3988.76,history
2026-06-01 10:49:23,user_4922,2442.01,history
2026-06-01 10:50:44,user_5858,4506.71,history
2026-06-01 10:53:32,user_2750,672.96,history
2026-06-01 10:53:52,user_2795,3742.02,history
2026-06-01 10:54:38,user_5381,4689.2,history
2026-06-01 10:56:04,user_5134,1411.33,history
2026-06-01 10:57:39,user_1845,1213.92,history
2026-06-01 11:01:20,user_4642,1257.77,history
2026-06-01 11:03:19,user_3692,9299.02,history
2026-06-01 11:04:47,user_2526,1541.72,history
2026-06-01 11:05:06,user_1901,902.78,history
2026-06-01 11:05:17,user_5530,1795.33,history
2026-06-01 11:08:25,user_3678,2069.27,history
2026-06-01 11:08:46,user_2951,1116.45,history
2026-06-01 11:09:09,user_1702,3403.17,history
2026-06-01 11:10:00,user_3029,2096.53,history
2026-06-01 11:11:31,user_2885,2024.66,history
2026-06-01 11:11:49,user_5671,1994.9,history
2026-06-01 11:16:05,user_1219,3535.93,history
2026-06-01 11:17:13,user_546,2613.02,history
2026-06-01 11:18:13,user_1370,2557.5,history
2026-06-01 11:18:31,user_3093,1753.02,history
2026-06-01 11:20:49,user_1811,2181.18,history
2026-06-01 11:23:37,user_5449,6249.6,history
2026-06-01 11:25:08,user_3067,7419.61,history
2026-06-01 11:25:39,user_526,4234.05,history
2026-06-01 11:28:04,user_2010,2458.79,history
2026-06-01 11:28:15,user_5260,2255.59,history
2026-06-01 11:33:03,user_2095,4028.14,history
2026-06-01 11:35:43,user_415,2749.41,history
2026-06-01 11:41:15,user_3666,1817.69,history
2026-06-01 11:41:34,user_4028,5187.02,history
2026-06-01 11:42:17,user_509,3495.58,history
2026-06-01 11:43:12,user_1006,2179.42,history
2026-06-01 11:44:22,user_1497,2471.61,history
2026-06-01 11:45:51,user_1315,3260.81,history
2026-06-01 11:46:21,user_5079,6610.06,history
2026-06-01 11:49:42,user_3159,5542.56,history
2026-06-01 11:50:42,user_5106,1432.43,history
2026-06-01 11:55:28,user_2199,1907.32,history
2026-06-01 11:57:06,user_1821,5440.6,history
2026-06-01 11:57:50,user_4733,3784.76,history
2026-06-01 11:58:49,user_4687,2234.83,history
2026-06-01 11:59:48,user_5924,3427.2,history
2026-06-01 12:00:00,user_4218,3576.08,history
2026-06-01 12:00:37,user_1444,3570.23,history
2026-06-01 12:00:50,user_5128,3690.22,history
2026-06-01 12:01:54,user_2491,3700.06,history
2026-06-01 12:03:06,user_3122,1311.43,history
2026-06-01 12:03:57,user_4329,2483.48,history
2026-06-01 12:07:35,user_2203,2161.58,history
2026-06-01 12:10:15,user_1647,717.44,history
2026-06-01 12:10:15,user_1078,3351.72,history
2026-06-01 12:10:56,user_1592,4935.75,history
2026-06-01 12:11:31,user_4585,4670.93,history
2026-06-01 12:14:09,user_3223,2709.49,history
2026-06-01 12:15:46,user_3580,3196.81,history
2026-06-01 12:18:01,user_5708,1117.82,history
2026-06-01 12:19:20,user_3238,3089.85,history
2026-06-01 12:19:51,user_3582,5095.3,history
2026-06-01 12:20:59,user_3786,3501.97,history
2026-06-01 12:26:07,user_4542,2156.28,history
2026-06-01 12:26:17,user_2918,2514.87,history
2026-06-01 12:26:50,user_2433,2423.07,history
2026-06-01 12:27:48,user_5046,6359.03,history
2026-06-01 12:28:16,user_3721,16829.87,history
2026-06-01 12:32:50,user_4136,2605.48,history
2026-06-01 12:33:52,user_215,1508.07,history
2026-06-01 12:34:16,user_423,2655.62,history
2026-06-01 12:34:44,user_4628,4119.78,history
2026-06-01 12:37:55,user_303,2759.53,history
2026-06-01 12:38:18,user_5241,3078.49,history
2026-06-01 12:41:52,user_661,1173.27,history
2026-06-01 12:48:14,user_3443,5400.87,history
2026-06-01 12:51:00,user_2321,2268.19,history
2026-06-01 12:52:49,user_3678,7218.22,history
2026-06-01 12:53:56,user_4416,4585.96,history
2026-06-01 12:54:03,user_5202,3322.19,history
2026-06-01 12:57:18,user_870,3878.68,history
2026-06-01 12:58:06,user_4442,1906.33,history
2026-06-01 13:00:04,user_3900,2695.28,history
2026-06-01 13:02:15,user_2714,2444.05,history
2026-06-01 13:02:19,user_2001,1118.21,history
2026-06-01 13:05:14,user_2495,4762.55,history
2026-06-01 13:08:05,user_1804,7975.4,history
2026-06-01 13:09:21,user_797,3482.69,history
2026-06-01 13:11:26,user_4560,2899.71,history
2026-06-01 13:12:28,user_4528,1373.04,history
2026-06-01 13:13:45,user_5836,2284.04,history
2026-06-01 13:15:22,user_5776,2750.31,history
2026-06-01 13:15:28,user_3349,3338.0,history
2026-06-01 13:20:22,user_1625,3751.62,history
2026-06-01 13:21:08,user_2615,4630.36,history
2026-06-01 13:22:25,user_4065,3402.3,history
2026-06-01 13:22:47,user_1445,3806.4,history
2026-06-01 13:24:02,user_1256,1814.34,history
2026-06-01 13:25:08,user_2718,3117.71,history
2026-06-01 13:25:16,user_2839,4809.87,history
2026-06-01 13:25:32,user_4328,1968.64,history
2026-06-01 13:26:54,user_5652,4616.29,history
2026-06-01 13:26:59,user_2001,1539.94,history
2026-06-01 13:27:53,user_3387,1494.13,history
2026-06-01 13:29:15,user_1694,2159.62,history
2026-06-01 13:31:49,user_4488,3003.98,history
2026-06-01 13:32:00,user_1264,1492.57,history
2026-06-01 13:33:58,user_1257,1380.81,history
2026-06-01 13:34:34,user_121,4072.14,history
2026-06-01 13:35:26,user_769,6942.24,history
2026-06-01 13:36:33,user_2129,5103.17,history
2026-06-01 13:37:26,user_4900,2238.79,history
2026-06-01 13:38:35,user_37,4184.18,history
2026-06-01 13:41:54,user_1392,2440.04,history
2026-06-01 13:42:14,user_1200,2668.57,history
2026-06-01 13:42:28,user_2678,4836.33,history
2026-06-01 13:43:47,user_2625,2128.8,history
2026-06-01 13:44:36,user_565,1435.7,history
2026-06-01 13:44:56,user_2635,3227.45,history
2026-06-01 13:46:14,user_1462,2816.64,history
2026-06-01 13:47:43,user_3189,2220.48,history
2026-06-01 13:51:54,user_4036,3978.39,history
2026-06-01 13:52:47,user_3614,2731.95,history
2026-06-01 13:54:53,user_1646,2456.31,history
2026-06-01 13:55:11,user_2672,7433.96,history
2026-06-01 13:55:51,user_1002,3160.83,history
2026-06-01 13:56:24,user_3344,1887.92,history
2026-06-01 13:57:28,user_629,4157.89,history
2026-06-01 13:57:52,user_1033,5201.65,history
2026-06-01 14:00:45,user_5562,3568.44,history
2026-06-01 14:01:01,user_5928,3339.63,history
2026-06-01 14:04:44,user_4880,3725.24,history
2026-06-01 14:06:40,user_5597,5294.49,history
2026-06-01 14:07:22,user_3455,4234.81,history
2026-06-01 14:08:59,user_3855,4413.1,history
2026-06-01 14:09:10,user_3785,3608.59,history
2026-06-01 14:09:33,user_5548,4421.4,history
2026-06-01 14:10:55,user_3782,4400.46,history
2026-06-01 14:15:49,user_5386,3382.71,history
2026-06-01 14:16:16,user_3052,5938.7,history
2026-06-01 14:16:17,user_2087,6291.27,history
2026-06-01 14:17:01,user_4940,3640.92,history
